	0	1
134	##7	O
135	##4	O
136	7	O
137	.	O
138	90s	O
139	##r	O
140	g	O
141	##l	O
142	ha	O
143	##rum	O
144	##i	O
145	wash	O
146	##i	O
147	1	O
148	##x	O
149	000	O
150	##00	O
151	##7	O
152	##9	O
153	##40	O
154	##7	O
155	##8	O
156	##1	O
157	7	O
158	.	O
159	90s	O
160	##r	O
161	b	O
162	##l	O
163	ha	O
164	##rum	O
165	##i	O
166	wash	O
167	##i	O
168	1	O
169	##x	O
170	000	O
171	##00	O
172	##7	O
173	##9	O
174	##40	O
175	##7	O
176	##8	O
177	##1	O
178	7	O
179	.	O
180	90s	O
181	##r	O
182	b	O
183	##l	O
184	ha	O
185	##rum	O
186	##i	O
187	wash	O
188	##i	O
189	1	O
190	##x	O
191	000	O
192	##00	O
193	##13	O
194	##9	O
195	##7	O
196	##6	O
197	##86	O
198	4	O
199	.	O
200	10	O
201	##sr	O
202	lid	O
203	##i	O
204	broom	O
205	w	O
206	/	O
207	p	O
208	1	O
209	##x	O
210	000	O
211	##00	O
212	##66	O
213	##9	O
214	##7	O
215	##65	O
216	##5	O
217	4	O
218	.	O
219	90s	O
220	##r	O
221	e	O
222	-	O
223	71	O
224	/	O
225	mp	O
226	water	O
227	d	O
228	1	O
229	##x	O
230	000	O
231	##00	O
232	##29	O
233	##26	O
234	##75	O
235	##9	O
236	8	O
237	.	O
238	90s	O
239	##r	O
240	unicorn	O
241	24	O
242	##mm	O
243	##x	O
244	disc	O
245	10	O
246	%	O
247	@	O
248	8	O
249	.	O
250	01	O
251	-	O
252	0	O
253	.	O
254	89	O
255	1	O
256	##x	O
257	000	O
258	##00	O
259	##37	O
260	##6	O
261	##70	O
262	##16	O
263	7	O
264	.	O
265	30	O
266	##sr	O
267	sw	O
268	ce	O
269	##39	O
270	##14	O
271	##b	O
272	ny	O
273	##l	O
274	1	O
275	##x	O
276	000	O
277	##00	O
278	##15	O
279	##01	O
280	##0	O
281	##8	O
282	##3	O
283	2	O
284	.	O
285	50	O
286	##sr	O
287	18	O
288	##mm	O
289	##x	O
290	##1	O
291	white	O
292	d	O
293	disc	O
294	10	O
295	%	O
296	@	O
297	2	O
298	.	O
299	25	O
300	-	O
301	0	O
302	.	O
303	25	O
304	1	O
305	##x	O
306	000	O
307	##00	O
308	##41	O
309	##46	O
310	##85	O
311	##8	O
312	18	O
313	.	O
314	90s	O
315	##r	O
316	cable	O
317	box	O
318	disc	O
319	41	O
320	%	O
321	@	O
322	11	O
323	.	O
324	16	O
325	-	O
326	7	O
327	.	O
328	74	O
329	1	O
330	##x	O
331	000	O
332	##00	O
333	##18	O
334	##8	O
335	##8	O
336	##85	O
337	##4	O
338	0	O
339	.	O
340	20s	O
341	##r	O
342	plastics	O
343	bag	O
344	sub	O
345	-	O
346	total	O
347	88	O
348	.	O
349	97	O
350	total	O
351	sales	O
352	inc	O
353	##l	O
354	gs	O
355	##t	O
356	88	O
357	.	O
358	97	O
359	rounding	O
360	ad	O
361	##j	O
362	-	O
363	0	O
364	.	O
365	02	O
366	total	O
367	at	O
368	##ter	O
369	ad	O
370	##j	O
371	inc	O
372	##l	O
373	gs	O
374	##t	O
375	88	O
376	.	O
377	95	O
378	cash	O
379	100	O
380	.	O
381	00	O
382	item	O
383	count	O
384	12	O
385	charge	O
386	am	O
387	##t	O
388	11	O
389	.	O
390	05	O
391	in	O
392	##vo	O
393	##ice	O
394	no	O
395	:	O
396	2018	O
397	##0	O
398	##22	O
399	##8	O
400	##100	O
401	##8	O
402	##21	O
403	##00	O
404	##0	O
405	##90	O
406	gs	O
407	##t	O
408	summary	O
409	amount	O
410	tax	O
411	sr	O
412	@	O
413	6	O
414	%	O
415	83	O
416	.	O
417	93	O
418	5	O
419	.	O
420	04	O
421	total	O
422	83	O
423	.	O
424	93	O
425	5	O
426	.	O
427	04	O
428	28	O
429	/	O
430	02	O
431	/	O
432	2018	O
433	20	O
434	:	O
435	11	O
436	100	O
437	##8	O
438	210	O
439	210	O
440	##00	O
441	##90	O
442	02	O
443	##35	O
444	##13	O
445	##8	O
446	sar	O
447	##yan	O
448	##i	O
449	ae	O
450	##on	O
451	banda	O
452	##r	O
453	pu	O
454	##chon	O
455	##g	O
456	tel	O
457	1	O
458	-	O
459	300	O
460	-	O
461	80	O
462	-	O
463	ae	O
464	##on	O
465	(	O
466	236	O
467	##6	O
468	)	O
469	thank	O
470	you	O
471	for	O
472	your	O
473	patronage	O
474	please	O
475	come	O
476	again	O
477		
0	*	O
1	*	O
2	*	O
3	*	O
4	promo	O
5	*	O
6	*	O
7	*	O
8	*	O
9	1994	O
10	ge	O
11	##rba	O
12	##ng	B-COMPANY
13	ala	I-COMPANY
14	##f	I-COMPANY
15	restaurants	I-COMPANY
16	sd	I-COMPANY
17	##n	I-COMPANY
18	b	I-COMPANY
19	##hd	I-COMPANY
20	(	I-COMPANY
21	65	I-COMPANY
22	##35	I-COMPANY
23	##1	I-COMPANY
24	-	I-COMPANY
25	m	I-COMPANY
26	)	O
27	license	O
28	##e	O
29	of	O
30	mcdonald	O
31	'	O
32	s	O
33	level	O
34	6	O
35	,	O
36	bang	O
37	##una	O
38	##n	B-ADDRESS
39	th	I-ADDRESS
40	,	I-ADDRESS
41	dam	I-ADDRESS
42	##ans	I-ADDRESS
43	##ara	I-ADDRESS
44	uptown	I-ADDRESS
45	##3	I-ADDRESS
46	no	I-ADDRESS
47	.	I-ADDRESS
48	3	I-ADDRESS
49	,	I-ADDRESS
50	jalan	I-ADDRESS
51	ss	I-ADDRESS
52	##21	I-ADDRESS
53	/	I-ADDRESS
54	39	I-ADDRESS
55	,	I-ADDRESS
56	47	I-ADDRESS
57	##400	I-ADDRESS
58	pet	I-ADDRESS
59	##aling	I-ADDRESS
60	jaya	I-ADDRESS
61	selangor	I-ADDRESS
62	(	I-ADDRESS
63	gs	I-ADDRESS
64	##t	I-ADDRESS
65	id	I-ADDRESS
66	no	I-ADDRESS
67	:	I-ADDRESS
68	000	I-ADDRESS
69	##50	I-ADDRESS
70	##46	I-ADDRESS
71	##64	I-ADDRESS
72	##0	I-ADDRESS
73	##64	I-ADDRESS
74	)	I-ADDRESS
75	mcdonald	I-ADDRESS
76	'	O
77	s	O
78	bhp	O
79	tam	O
80	##an	O
81	mel	O
82	##awa	O
83	##ti	O
84	(	O
85	#	O
86	328	O
87	)	O
88	tel	O
89	no	O
90	.	O
91	tax	O
92	in	O
93	##vo	O
94	##ice	O
95	m	O
96	##fy	O
97	side	O
98	1	O
99	in	O
100	##v	O
101	#	O
102	00	O
103	##32	O
104	##8	O
105	##19	O
106	##00	O
107	##0	O
108	##47	O
109	##0	O
110	##36	O
111	or	O
112	##d	O
113	#	O
114	94	O
115	-	O
116	reg	O
117	#	O
118	19	O
119	-	O
120	21	O
121	/	O
122	05	O
123	/	O
124	2018	O
125	11	O
126	:	O
127	59	O
128	:	O
129	48	O
130	q	O
131	##ty	O
132	item	O
133	total	O
134	1	O
135	nas	O
136	##i	O
137	mc	O
138	##d	O
139	ag	O
140	##sp	O
141	##i	O
142	&	O
143	tel	O
144	##ur	B-TOTAL
145	set	I-TOTAL
146	14	I-TOTAL
147	.	I-TOTAL
148	95	I-TOTAL
149	1	O
150	nas	O
151	##i	O
152	mc	O
153	##d	O
154	ag	O
155	##sp	O
156	##i	O
157	&	O
158	tel	O
159	##ur	O
160	x	O
161	##tra	O
162	samba	O
163	##l	O
164	1	O
165	.	O
166	00	O
167	1	O
168	m	O
169	ice	O
170	##lem	O
171	##onte	O
172	##a	O
173	1	O
174	l	O
175	nas	O
176	##i	O
177	le	O
178	##ma	O
179	##k	O
180	burger	O
181	18	O
182	.	O
183	55	O
184	1	O
185	l	O
186	fries	O
187	1	O
188	l	O
189	100	O
190	##pl	O
191	##us	O
192	2	O
193	nas	O
194	##i	O
195	mc	O
196	##d	O
197	ag	O
198	##sp	O
199	##i	O
200	set	O
201	25	O
202	.	O
203	90	O
204	2	O
205	m	O
206	ice	O
207	##lem	O
208	##onte	O
209	##a	O
210	1	O
211	a	O
212	##yam	O
213	##gr	O
214	##gs	O
215	##pic	O
216	##y	O
217	(	O
218	ta	O
219	)	O
220	9	O
221	.	O
222	90	O
223	1	O
224	4	O
225	##nu	O
226	##gg	O
227	##ets	O
228	1	O
229	##p	O
230	0	O
231	.	O
232	00	O
233	1	O
234	french	O
235	cheese	O
236	sauce	O
237	take	O
238	##out	O
239	total	O
240	(	O
241	inc	O
242	##l	O
243	gs	O
244	##t	O
245	)	O
246	70	O
247	.	O
248	30	O
249	cas	O
250	n	O
251	##der	O
252	##ed	O
253	70	O
254	.	O
255	30	O
256	change	O
257	0	O
258	.	O
259	00	O
260	total	O
261	includes	O
262	6	O
263	%	O
264	gs	O
265	##t	O
266	3	O
267	.	O
268	98	O
269	thank	O
270	you	O
271	and	O
272	please	O
273	come	O
274	again	O
275	.	O
276	guest	O
277	relations	O
278	center	O
279	:	O
280	1300	O
281	-	O
282	13	O
283	-	O
284	1300	O
285		
0	tan	O
1	cha	O
2	##y	O
3	ye	O
4	##e	O
5	abc	O
6	ho	B-COMPANY
7	trading	I-COMPANY
8	no	I-COMPANY
9	.	I-COMPANY
10	2	I-COMPANY
11	&	I-COMPANY
12	4	O
13	,	B-ADDRESS
14	jalan	I-ADDRESS
15	harmon	I-ADDRESS
16	##i	I-ADDRESS
17	3	I-ADDRESS
18	/	I-ADDRESS
19	2	I-ADDRESS
20	,	I-ADDRESS
21	tam	I-ADDRESS
22	##an	I-ADDRESS
23	des	I-ADDRESS
24	##a	I-ADDRESS
25	harmon	I-ADDRESS
26	##i	I-ADDRESS
27	.	I-ADDRESS
28	81	I-ADDRESS
29	##100	I-ADDRESS
30	johor	I-ADDRESS
31	ba	I-ADDRESS
32	##hr	I-ADDRESS
33	##u	I-ADDRESS
34	johor	I-ADDRESS
35	07	I-ADDRESS
36	-	I-ADDRESS
37	355	I-ADDRESS
38	261	I-ADDRESS
39	##6	I-ADDRESS
40	cash	I-ADDRESS
41	bill	I-ADDRESS
42	:	O
43	01	O
44	-	O
45	143	O
46	##00	O
47	##8	O
48	date	O
49	:	O
50	09	O
51	/	O
52	01	O
53	/	O
54	2019	O
55	8	O
56	:	O
57	01	O
58	:	O
59	11	O
60	pm	O
61	cash	O
62	##ier	O
63	:	B-TOTAL
64	01	I-TOTAL
65	description	I-TOTAL
66	q	O
67	##ty	O
68	price	O
69	amount	O
70	rm	O
71	rm	O
72	plastic	O
73	2	O
74	15	O
75	.	O
76	50	O
77	31	O
78	.	O
79	00	O
80	total	O
81	:	O
82	31	O
83	.	O
84	00	O
85	total	O
86	amount	O
87	:	O
88	31	O
89	.	O
90	00	O
91	cash	O
92	received	O
93	:	O
94	101	O
95	.	O
96	00	O
97	change	O
98	:	O
99	70	O
100	.	O
101	00	O
102	*	O
103	goods	O
104	sold	O
105	are	O
106	non	O
107	-	O
108	ref	O
109	##unda	O
110	##ble	O
111	*	O
112	*	O
113	*	O
114	*	O
115	thank	O
116	you	O
117	*	O
118	*	O
119	*	O
120	*	O
121	*	O
122	*	O
123	please	O
124	come	O
125	again	O
126	*	O
127	*	O
128	*	O
129		
0	un	B-COMPANY
1	##ih	I-COMPANY
2	##ak	I-COMPANY
3	##ka	I-COMPANY
4	international	I-COMPANY
5	sd	I-COMPANY
6	##n	I-COMPANY
7	b	I-COMPANY
8	##hd	I-COMPANY
9	13	I-COMPANY
10	may	I-COMPANY
11	2018	B-TOTAL
12	18	I-TOTAL
13	:	I-TOTAL
14	26	I-TOTAL
15	(	I-TOTAL
16	86	O
17	##7	O
18	##38	O
19	##8	O
20	-	O
21	u	O
22	)	O
23	12	O
24	,	O
25	jalan	O
26	tam	O
27	##po	B-ADDRESS
28	##i	I-ADDRESS
29	7	I-ADDRESS
30	/	I-ADDRESS
31	4	I-ADDRESS
32	,	I-ADDRESS
33	ka	I-ADDRESS
34	##was	I-ADDRESS
35	##an	I-ADDRESS
36	per	I-ADDRESS
37	##ind	I-ADDRESS
38	##ust	I-ADDRESS
39	##rian	I-ADDRESS
40	tam	I-ADDRESS
41	##po	I-ADDRESS
42	##i	I-ADDRESS
43	,	I-ADDRESS
44	81	I-ADDRESS
45	##200	I-ADDRESS
46	johor	I-ADDRESS
47	ba	I-ADDRESS
48	##hr	I-ADDRESS
49	##u	I-ADDRESS
50	,	I-ADDRESS
51	johor	I-ADDRESS
52	taxi	I-ADDRESS
53	##n	I-ADDRESS
54	##vo	I-ADDRESS
55	##ice	I-ADDRESS
56	in	I-ADDRESS
57	##vo	I-ADDRESS
58	##ice	I-ADDRESS
59	#	O
60	:	O
61	or	O
62	##18	O
63	##0	O
64	##51	O
65	##30	O
66	##21	O
67	##70	O
68	##33	O
69	##2	O
70	item	O
71	q	O
72	##ty	O
73	total	O
74	sr	O
75	i	O
76	##00	O
77	##100	O
78	##00	O
79	##00	O
80	##37	O
81	-	O
82	1	O
83	fish	O
84	+	O
85	3	O
86	ve	O
87	##ge	O
88	$	O
89	8	O
90	.	O
91	10	O
92	1	O
93	$	O
94	8	O
95	.	O
96	10	O
97	sr	O
98	i	O
99	##00	O
100	##100	O
101	##00	O
102	##00	O
103	##64	O
104	-	O
105	add	O
106	vegetable	O
107	$	O
108	0	O
109	.	O
110	60	O
111	1	O
112	$	O
113	0	O
114	.	O
115	60	O
116	total	O
117	amount	O
118	:	O
119	$	O
120	8	O
121	.	O
122	70	O
123	gs	O
124	##t	O
125	@	O
126	6	O
127	%	O
128	:	O
129	$	O
130	0	O
131	.	O
132	49	O
133	net	O
134	##t	O
135	total	O
136	:	O
137	$	O
138	8	O
139	.	O
140	70	O
141	payment	O
142	mode	O
143	amount	O
144	cash	O
145	$	O
146	8	O
147	.	O
148	70	O
149	change	O
150	$	O
151	0	O
152	.	O
153	00	O
154	gs	O
155	##t	O
156	summary	O
157	amount	O
158	(	O
159	$	O
160	)	O
161	tax	O
162	(	O
163	$	O
164	)	O
165	sr	O
166	=	O
167	gs	O
168	##t	O
169	@	O
170	6	O
171	%	O
172	8	O
173	.	O
174	21	O
175	0	O
176	.	O
177	49	O
178	gs	O
179	##t	O
180	reg	O
181	#	O
182	000	O
183	##65	O
184	##6	O
185	##19	O
186	##55	O
187	##8	O
188	##4	O
189	bar	O
190	wang	O
191	rice	O
192	@	O
193	per	O
194	##mas	O
195	jaya	O
196	(	O
197	price	O
198	inclusive	O
199	of	O
200	gs	O
201	##t	O
202	)	O
203	thank	O
204	you	O
205	&	O
206	come	O
207	again	O
208	!	O
209	like	O
210	and	O
211	follow	O
212	us	O
213	on	O
214	facebook	O
215	!	O
216	facebook	O
217	.	O
218	com	O
219	/	O
220	bar	O
221	##wang	O
222	##rice	O
223		
0	five	B-COMPANY
1	star	I-COMPANY
2	cash	I-COMPANY
3	&	I-COMPANY
4	carry	I-COMPANY
5	(	I-COMPANY
6	136	I-COMPANY
7	##56	O
8	##6	O
9	##3	O
10	-	O
11	p	O
12	)	O
13	g	O
14	.	O
15	23	O
16	&	O
17	g	O
18	.	B-ADDRESS
19	22	I-ADDRESS
20	,	I-ADDRESS
21	plaza	I-ADDRESS
22	ser	I-ADDRESS
23	##i	I-ADDRESS
24	set	I-ADDRESS
25	##ia	I-ADDRESS
26	,	I-ADDRESS
27	no	I-ADDRESS
28	.	I-ADDRESS
29	1	I-ADDRESS
30	jalan	I-ADDRESS
31	ss	I-ADDRESS
32	9	I-ADDRESS
33	/	I-ADDRESS
34	1	I-ADDRESS
35	,	I-ADDRESS
36	47	I-ADDRESS
37	##30	I-ADDRESS
38	##0	I-ADDRESS
39	p	I-ADDRESS
40	##j	I-ADDRESS
41	,	I-ADDRESS
42	selangor	I-ADDRESS
43	.	I-ADDRESS
44	tel	I-ADDRESS
45	/	I-ADDRESS
46	fa	I-ADDRESS
47	##x	I-ADDRESS
48	:	I-ADDRESS
49	60	I-ADDRESS
50	##3	I-ADDRESS
51	-	I-ADDRESS
52	78	I-ADDRESS
53	##7	I-ADDRESS
54	##7	I-ADDRESS
55	97	I-ADDRESS
56	##12	O
57	(	O
58	po	O
59	##s	O
60	3	O
61	)	O
62	(	O
63	gs	O
64	##t	O
65	no	O
66	.	O
67	:	O
68	000	O
69	##6	O
70	##10	O
71	##43	O
72	##50	O
73	##7	O
74	##2	O
75	)	O
76	tax	O
77	in	O
78	##vo	O
79	##ice	O
80	receipt	O
81	no	O
82	.	O
83	[	O
84	00	O
85	##52	O
86	##28	O
87	##9	O
88	##9	O
89	]	O
90	19	O
91	/	O
92	01	O
93	/	O
94	17	O
95	10	O
96	:	O
97	48	O
98	157	O
99	##55	O
100	x	O
101	2	O
102	19	O
103	.	O
104	80	O
105	s	O
106	[	O
107	map	O
108	]	O
109	ki	O
110	##sm	B-TOTAL
111	##is	I-TOTAL
112	500	I-TOTAL
113	##gm	O
114	@	O
115	9	O
116	.	O
117	90	O
118	quantity	O
119	out	O
120	:	O
121	2	O
122	net	O
123	total	O
124	:	O
125	19	O
126	.	O
127	80	O
128	cash	O
129	:	O
130	50	O
131	.	O
132	00	O
133	change	O
134	:	O
135	30	O
136	.	O
137	20	O
138	gs	O
139	##t	O
140	summary	O
141	amount	O
142	(	O
143	rm	O
144	)	O
145	tax	O
146	(	O
147	rm	O
148	)	O
149	s	O
150	=	O
151	6	O
152	%	O
153	18	O
154	.	O
155	68	O
156	1	O
157	.	O
158	12	O
159	z	O
160	=	O
161	0	O
162	%	O
163	0	O
164	.	O
165	00	O
166	0	O
167	.	O
168	00	O
169	thank	O
170	you	O
171	and	O
172	do	O
173	visit	O
174	us	O
175	again	O
176	cash	O
177	##ier	O
178	[	O
179	p	O
180	.	O
181	ni	O
182	##sant	O
183	##hi	O
184	]	O
185	machine	O
186	[	O
187	00	O
188	##3	O
189	]	O
190	[	O
191	19	O
192	/	O
193	01	O
194	/	O
195	17	O
196	]	O
197	[	O
198	10	O
199	:	O
200	49	O
201	]	O
202		
0	garden	B-COMPANY
1	##ia	I-COMPANY
2	baker	I-COMPANY
3	##ies	I-COMPANY
4	(	I-COMPANY
5	k	I-COMPANY
6	##l	I-COMPANY
7	)	I-COMPANY
8	sd	I-COMPANY
9	##n	I-COMPANY
10	b	I-COMPANY
11	##hd	I-COMPANY
12	(	I-COMPANY
13	139	I-COMPANY
14	##38	O
15	##6	O
16	x	O
17	)	O
18	lot	O
19	3	O
20	,	O
21	jalan	O
22	pe	B-ADDRESS
23	##lab	I-ADDRESS
24	##ur	I-ADDRESS
25	23	I-ADDRESS
26	/	I-ADDRESS
27	1	I-ADDRESS
28	,	I-ADDRESS
29	403	I-ADDRESS
30	##00	I-ADDRESS
31	shah	I-ADDRESS
32	alam	I-ADDRESS
33	,	I-ADDRESS
34	selangor	I-ADDRESS
35	.	I-ADDRESS
36	tel	I-ADDRESS
37	:	I-ADDRESS
38	03	I-ADDRESS
39	-	I-ADDRESS
40	55	I-ADDRESS
41	##42	I-ADDRESS
42	##32	I-ADDRESS
43	##28	I-ADDRESS
44	fa	O
45	##x	O
46	:	O
47	03	O
48	-	O
49	55	O
50	##42	O
51	##32	O
52	##13	O
53	gs	O
54	##t	O
55	id	O
56	:	O
57	000	O
58	##38	O
59	##13	O
60	##9	O
61	##90	O
62	##40	O
63	tax	O
64	in	O
65	##vo	O
66	##ice	O
67	/	O
68	adjustment	O
69	note	O
70	cash	O
71	in	O
72	##v	O
73	no	O
74	.	O
75	:	O
76	70	O
77	##18	O
78	##f	O
79	##7	O
80	##12	O
81	ve	O
82	##0	O
83	##51	O
84	##4	O
85	date	O
86	:	O
87	18	O
88	/	O
89	10	O
90	/	O
91	2017	O
92	ma	O
93	##kas	O
94	##sar	O
95	fresh	O
96	market	O
97	sd	O
98	##n	O
99	b	O
100	##hd	O
101	ground	B-TOTAL
102	floor	I-TOTAL
103	,	O
104	no	O
105	.	O
106	4	O
107	&	O
108	6	O
109	,	O
110	jalan	O
111	ss	O
112	15	O
113	/	O
114	4	O
115	##b	O
116	,	O
117	475	O
118	##00	O
119	sub	O
120	##ang	O
121	jaya	O
122	,	O
123	selangor	O
124	ve	O
125	##0	O
126	##5	O
127	:	O
128	rid	O
129	##zu	O
130	##an	O
131	(	O
132	119	O
133	##00	O
134	)	O
135	dd	O
136	:	O
137	18	O
138	/	O
139	10	O
140	/	O
141	2017	O
142	11	O
143	:	O
144	18	O
145	description	O
146	u	O
147	.	O
148	p	O
149	iss	O
150	ex	O
151	##c	O
152	d	O
153	sale	O
154	am	O
155	##t	O
156	(	O
157	rm	O
158	)	O
159	o	O
160	.	O
161	c	O
162	.	O
163	white	O
164	2	O
165	.	O
166	13	O
167	3	O
168	0	O
169	0	O
170	3	O
171	6	O
172	.	O
173	39	O
174	whole	O
175	##me	O
176	##al	O
177	2	O
178	.	O
179	78	O
180	3	O
181	2	O
182	0	O
183	1	O
184	2	O
185	.	O
186	78	O
187	o	O
188	.	O
189	c	O
190	ju	O
191	##mbo	O
192	2	O
193	.	O
194	97	O
195	4	O
196	1	O
197	0	O
198	3	O
199	8	O
200	.	O
201	91	O
202	total	O
203	0	O
204	%	O
205	supplies	O
206	:	O
207	18	O
208	.	O
209	08	O
210	cr	O
211	-	O
212	cho	O
213	##cl	O
214	##t	O
215	0	O
216	.	O
217	72	O
218	20	O
219	0	O
220	0	O
221	20	O
222	14	O
223	.	O
224	40	O
225	cr	O
226	-	O
227	corn	O
228	0	O
229	.	O
230	72	O
231	0	O
232	3	O
233	0	O
234	-	O
235	3	O
236	-	O
237	2	O
238	.	O
239	16	O
240	total	O
241	6	O
242	%	O
243	supplies	O
244	(	O
245	ex	O
246	##cl	O
247	.	O
248	gs	O
249	##t	O
250	)	O
251	:	O
252	12	O
253	.	O
254	24	O
255	gs	O
256	##t	O
257	:	O
258	0	O
259	.	O
260	73	O
261	total	O
262	6	O
263	%	O
264	supplies	O
265	(	O
266	inc	O
267	.	O
268	gs	O
269	##t	O
270	)	O
271	:	O
272	12	O
273	.	O
274	97	O
275	total	O
276	0	O
277	%	O
278	supplies	O
279	:	O
280	18	O
281	.	O
282	08	O
283	total	O
284	pay	O
285	##able	O
286	:	O
287	31	O
288	.	O
289	05	O
290	e	O
291	.	O
292	&	O
293	.	O
294	0	O
295	.	O
296	e	O
297	.	O
298	received	O
299	above	O
300	goods	O
301	in	O
302	good	O
303	order	O
304	condition	O
305	.	O
306	the	O
307	recipient	O
308	of	O
309	garden	O
310	##ia	O
311	'	O
312	s	O
313	products	O
314	is	O
315	required	O
316	to	O
317	make	O
318	necessary	O
319	adjustments	O
320	to	O
321	its	O
322	input	O
323	tax	O
324	claims	O
325	,	O
326	on	O
327	the	O
328	basic	O
329	of	O
330	the	O
331	adjustments	O
332	shown	O
333	in	O
334	this	O
335	tax	O
336	in	O
337	##vo	O
338	##ice	O
339	/	O
340	adjustment	O
341	note	O
342	customer	O
343	'	O
344	s	O
345	copy	O
346		
0	ai	B-COMPANY
1	##k	I-COMPANY
2	hua	I-COMPANY
3	##t	I-COMPANY
4	hardware	I-COMPANY
5	enterprise	I-COMPANY
6	(	I-COMPANY
7	set	I-COMPANY
8	##ia	I-COMPANY
9	alam	I-COMPANY
10	)	I-COMPANY
11	sd	I-COMPANY
12	##n	I-COMPANY
13	b	I-COMPANY
14	##hd	I-COMPANY
15	82	I-COMPANY
16	##27	I-COMPANY
17	##37	I-COMPANY
18	-	I-COMPANY
19	x	O
20	no	O
21	.	O
22	17	O
23	-	O
24	g	O
25	,	O
26	jalan	O
27	set	B-ADDRESS
28	##ia	I-ADDRESS
29	ind	I-ADDRESS
30	##ah	I-ADDRESS
31	(	I-ADDRESS
32	x	I-ADDRESS
33	)	I-ADDRESS
34	u	I-ADDRESS
35	##13	I-ADDRESS
36	/	I-ADDRESS
37	x	I-ADDRESS
38	,	I-ADDRESS
39	set	I-ADDRESS
40	##ia	I-ADDRESS
41	alam	I-ADDRESS
42	,	I-ADDRESS
43	se	I-ADDRESS
44	##ks	I-ADDRESS
45	##yen	I-ADDRESS
46	u	I-ADDRESS
47	##13	I-ADDRESS
48	,	I-ADDRESS
49	401	I-ADDRESS
50	##70	I-ADDRESS
51	shah	I-ADDRESS
52	alam	I-ADDRESS
53	,	I-ADDRESS
54	tel	I-ADDRESS
55	:	I-ADDRESS
56	01	I-ADDRESS
57	##2	I-ADDRESS
58	-	I-ADDRESS
59	66	I-ADDRESS
60	##51	I-ADDRESS
61	##7	I-ADDRESS
62	##8	I-ADDRESS
63	##3	I-ADDRESS
64	fa	I-ADDRESS
65	##x	I-ADDRESS
66	:	I-ADDRESS
67	03	I-ADDRESS
68	-	I-ADDRESS
69	336	O
70	##23	O
71	##60	O
72	##8	O
73	gs	O
74	##t	O
75	no	O
76	:	O
77	000	O
78	##39	O
79	##45	O
80	##28	O
81	##7	O
82	##6	O
83	##8	O
84	simplified	O
85	tax	O
86	in	O
87	##vo	O
88	##ice	O
89	cash	O
90	receipt	O
91	#	O
92	:	O
93	cs	O
94	##p	O
95	##0	O
96	##40	O
97	##6	O
98	##15	O
99	##9	O
100	date	O
101	:	O
102	15	O
103	/	O
104	09	O
105	/	O
106	2017	O
107	sales	O
108	##person	O
109	:	O
110	ah	O
111	##00	O
112	##2	O
113	time	O
114	:	O
115	17	O
116	:	O
117	57	O
118	:	O
119	00	O
120	item	O
121	q	B-TOTAL
122	##ty	I-TOTAL
123	u	I-TOTAL
124	/	I-TOTAL
125	p	I-TOTAL
126	amount	I-TOTAL
127	(	O
128	rm	O
129	)	O
130	(	O
131	rm	O
132	)	O
133	92	O
134	##00	O
135	##31	O
136	##00	O
137	##00	O
138	##0	O
139	##40	O
140	3	O
141	8	O
142	.	O
143	00	O
144	24	O
145	.	O
146	00	O
147	s	O
148	40	O
149	##mm	O
150	2	O
151	##k	O
152	/	O
153	belle	O
154	pad	O
155	##lock	O
156	?	O
157	?	O
158	total	O
159	quantity	O
160	3	O
161	sub	O
162	-	O
163	total	O
164	(	O
165	gs	O
166	##t	O
167	)	O
168	24	O
169	.	O
170	00	O
171	disc	O
172	0	O
173	.	O
174	00	O
175	rounding	O
176	0	O
177	.	O
178	00	O
179	total	O
180	24	O
181	.	O
182	00	O
183	cash	O
184	50	O
185	.	O
186	00	O
187	change	O
188	26	O
189	.	O
190	00	O
191	*	O
192	gs	O
193	##t	O
194	@	O
195	6	O
196	%	O
197	included	O
198	in	O
199	total	O
200	gs	O
201	##t	O
202	summary	O
203	code	O
204	amount	O
205	%	O
206	tax	O
207	/	O
208	am	O
209	##t	O
210	sr	O
211	22	O
212	.	O
213	64	O
214	6	O
215	1	O
216	.	O
217	36	O
218	tax	O
219	total	O
220	:	O
221	1	O
222	.	O
223	36	O
224	goods	O
225	sold	O
226	are	O
227	not	O
228	thank	O
229	you	O
230	for	O
231	pl	O
232	##s	O
233	provide	O
234	or	O
235	##i	O
236	exchange	O
237	within	O
238	goods	O
239	must	O
240		
0	san	B-COMPANY
1	##yu	I-COMPANY
2	station	I-COMPANY
3	##ery	I-COMPANY
4	shop	I-COMPANY
5	no	I-COMPANY
6	.	O
7	31	B-ADDRESS
8	##g	I-ADDRESS
9	&	I-ADDRESS
10	33	I-ADDRESS
11	##g	I-ADDRESS
12	,	I-ADDRESS
13	jalan	I-ADDRESS
14	set	I-ADDRESS
15	##ia	I-ADDRESS
16	ind	I-ADDRESS
17	##ah	I-ADDRESS
18	x	I-ADDRESS
19	,	I-ADDRESS
20	u	I-ADDRESS
21	##13	I-ADDRESS
22	/	I-ADDRESS
23	x	I-ADDRESS
24	401	I-ADDRESS
25	##70	I-ADDRESS
26	set	I-ADDRESS
27	##ia	I-ADDRESS
28	alam	I-ADDRESS
29	mobile	I-ADDRESS
30	/	I-ADDRESS
31	what	I-ADDRESS
32	##sa	I-ADDRESS
33	##pps	O
34	:	O
35	+	O
